	Alive_mice	Unborn_mice
0	100	0
1	100	0
2	100	0
3	100	0
4	100	0
5	100	0
6	100	0
7	100	0
8	100	0
9	100	0
10	100	0
11	100	0
12	100	0
13	100	0
14	100	0
15	100	0
16	100	0
17	100	0
18	100	0
19	100	0
20	100	0
21	100	0
22	100	0
23	100	0
24	100	0
25	100	0
26	100	0
27	100	0
28	100	0
29	100	0
30	100	0
31	100	0
32	100	0
33	100	0
34	100	0
35	100	0
36	100	0
37	100	0
38	100	0
39	100	0
40	100	0
41	100	0
42	100	0
43	100	0
44	100	0
45	100	0
46	100	0
47	100	0
48	100	0
49	100	0
50	100	0
51	100	0
52	100	0
53	99	0
54	99	0
55	98	0
56	97	0
57	96	0
58	96	0
59	95	0
60	95	0
61	95	0
62	95	0
63	95	0
64	95	0
65	95	0
66	95	0
67	95	0
68	94	0
69	94	0
70	94	0
71	94	0
72	94	0
73	94	0
74	94	0
75	94	0
76	94	0
77	94	0
78	94	0
79	94	0
80	94	0
81	93	0
82	93	0
83	93	0
84	93	0
85	93	0
86	93	0
87	93	0
88	93	0
89	93	0
90	92	0
91	92	0
92	91	0
93	91	0
94	91	0
95	91	0
96	90	0
97	90	0
98	90	0
99	90	0
100	90	0
101	89	0
102	89	0
103	89	0
104	89	0
105	89	0
106	89	0
107	89	0
108	89	0
109	89	0
110	87	0
111	87	0
112	87	0
113	87	0
114	87	0
115	87	0
116	87	0
117	87	0
118	86	0
119	86	0
120	86	0
121	86	0
122	86	0
123	85	0
124	85	0
125	85	0
126	85	0
127	85	0
128	85	0
129	85	0
130	85	0
131	85	0
132	84	0
133	84	0
134	83	0
135	82	0
136	82	0
137	82	0
138	82	0
139	82	0
140	82	0
141	82	0
142	82	0
143	81	0
144	81	0
145	81	0
146	81	0
147	81	0
148	80	0
149	80	0
150	80	0
151	80	0
152	80	0
153	80	0
154	80	0
155	80	0
156	78	0
157	78	0
158	78	0
159	78	0
160	78	0
161	78	0
162	78	0
163	78	0
164	78	0
165	78	0
166	78	0
167	78	0
168	78	0
169	78	0
170	78	0
171	75	0
172	75	0
173	75	0
174	75	0
175	75	0
176	75	0
177	75	0
178	74	0
179	74	0
180	73	0
181	71	0
182	71	0
183	71	0
184	71	0
185	71	0
186	70	0
187	69	0
188	69	0
189	69	0
190	69	0
191	69	0
192	69	0
193	69	0
194	69	0
195	69	0
196	69	0
197	69	0
198	69	0
199	69	0
200	69	0
201	69	0
202	68	0
203	68	0
204	68	0
205	68	0
206	68	0
207	67	0
208	67	0
209	65	0
210	65	0
211	65	0
212	64	0
213	64	0
214	64	0
215	64	0
216	64	0
217	64	0
218	64	0
219	64	0
220	64	0
221	64	0
222	64	0
223	64	0
224	64	0
225	64	0
226	64	0
227	63	0
228	63	0
229	63	0
230	63	0
231	63	0
232	63	0
233	63	0
234	63	0
235	63	0
236	63	0
237	63	0
238	63	0
239	62	0
240	62	0
241	62	0
242	62	0
243	62	0
244	62	0
245	62	0
246	62	0
247	62	0
248	62	0
249	62	0
250	62	0
251	62	0
252	62	0
253	62	0
254	62	0
255	62	0
256	62	0
257	62	0
258	62	0
259	62	0
260	62	0
261	61	0
262	61	0
263	61	0
264	61	0
265	61	0
266	61	0
267	61	0
268	61	0
269	61	0
270	61	0
271	61	0
272	61	0
273	61	0
274	61	0
275	61	0
276	61	0
277	61	0
278	61	0
279	61	0
280	61	0
281	61	0
282	61	0
283	60	0
284	60	0
285	60	0
286	60	0
287	60	0
288	60	0
289	59	0
290	59	0
291	59	0
292	59	0
293	59	0
294	59	0
295	59	0
296	59	0
297	59	0
298	59	0
299	59	0
300	59	0
301	59	0
302	58	0
303	58	0
304	58	0
305	58	0
306	58	0
307	58	0
308	58	0
309	58	0
310	58	0
311	57	0
312	56	0
313	56	0
314	56	0
315	56	0
316	56	0
317	56	0
318	55	0
319	54	0
320	54	0
321	54	0
322	53	0
323	53	0
324	51	0
325	51	0
326	51	0
327	51	0
328	51	0
329	51	0
330	51	0
331	51	0
332	51	0
333	51	0
334	51	0
335	49	0
336	49	0
337	48	0
338	47	0
339	47	0
340	47	0
341	47	0
342	46	0
343	46	0
344	46	0
345	46	0
346	46	0
347	46	0
348	46	0
349	46	0
350	45	0
351	45	0
352	45	0
353	45	0
354	43	0
355	43	0
356	43	0
357	42	0
358	42	0
359	42	0
360	42	0
361	42	0
362	41	0
363	41	0
364	41	0
365	41	0
366	41	0
367	41	0
368	41	0
369	41	0
370	41	0
371	41	0
372	41	0
373	41	0
374	41	0
375	40	0
376	40	0
377	40	0
378	40	0
379	40	0
380	40	0
381	40	0
382	40	0
383	40	0
384	40	0
385	40	0
386	39	0
387	39	0
388	39	0
389	39	0
390	39	0
391	39	0
392	39	0
393	39	0
394	39	0
395	39	0
396	38	0
397	38	0
398	37	0
399	37	0
400	37	0
401	37	0
402	37	0
403	37	0
404	37	0
405	37	0
406	37	0
407	37	0
408	37	0
409	36	0
410	36	0
411	36	0
412	36	0
413	36	0
414	36	0
415	35	0
416	35	0
417	35	0
418	35	0
419	35	0
420	35	0
421	35	0
422	35	0
423	34	0
424	34	0
425	34	0
426	34	0
427	34	0
428	34	0
429	34	0
430	34	0
431	34	0
432	33	0
433	33	0
434	33	0
435	33	0
436	33	0
437	32	0
438	32	0
439	32	0
440	32	0
441	32	0
442	32	0
443	32	0
444	32	0
445	32	0
446	32	0
447	31	0
448	31	0
449	31	0
450	31	0
451	31	0
452	31	0
453	31	0
454	31	0
455	30	0
456	30	0
457	30	0
458	30	0
459	30	0
460	29	0
461	29	0
462	29	0
463	28	0
464	28	0
465	28	0
466	28	0
467	28	0
468	28	0
469	28	0
470	28	0
471	28	0
472	28	0
473	28	0
474	28	0
475	27	0
476	27	0
477	27	0
478	27	0
479	27	0
480	27	0
481	26	0
482	26	0
483	26	0
484	26	0
485	26	0
486	26	0
487	26	0
488	26	0
489	26	0
490	25	0
491	25	0
492	25	0
493	24	0
494	24	0
495	24	0
496	24	0
497	24	0
498	24	0
499	24	0
500	24	0
501	24	0
502	24	0
503	23	0
504	23	0
505	23	0
506	23	0
507	23	0
508	22	0
509	22	0
510	22	0
511	21	0
512	21	0
513	21	0
514	21	0
515	21	0
516	21	0
517	20	0
518	20	0
519	20	0
520	20	0
521	20	0
522	20	0
523	20	0
524	20	0
525	20	0
526	20	0
527	20	0
528	20	0
529	20	0
530	20	0
531	20	0
532	20	0
533	20	0
534	20	0
535	20	0
536	20	0
537	20	0
538	20	0
539	20	0
540	20	0
541	20	0
542	20	0
543	20	0
544	20	0
545	20	0
546	20	0
547	20	0
548	20	0
549	20	0
550	20	0
551	20	0
552	20	0
553	20	0
554	20	0
555	20	0
556	20	0
557	20	0
558	20	0
559	20	0
560	20	0
561	20	0
562	19	0
563	19	0
564	19	0
565	19	0
566	19	0
567	19	0
568	19	0
569	19	0
570	19	0
571	19	0
572	19	0
573	19	0
574	19	0
575	19	0
576	19	0
577	19	0
578	19	0
579	19	0
580	19	0
581	19	0
582	19	0
583	18	0
584	18	0
585	18	0
586	17	0
587	17	0
588	17	0
589	17	0
590	17	0
591	17	0
592	17	0
593	17	0
594	17	0
595	17	0
596	17	0
597	17	0
598	17	0
599	17	0
600	17	0
601	17	0
602	17	0
603	17	0
604	17	0
605	17	0
606	17	0
607	17	0
608	17	0
609	17	0
610	16	0
611	16	0
612	16	0
613	15	0
614	15	0
615	15	0
616	15	0
617	15	0
618	15	0
619	15	0
620	14	0
621	14	0
622	14	0
623	14	0
624	14	0
625	14	0
626	14	0
627	14	0
628	14	0
629	14	0
630	14	0
631	14	0
632	14	0
633	14	0
634	14	0
635	14	0
636	14	0
637	14	0
638	14	0
639	14	0
640	14	0
641	14	0
642	14	0
643	14	0
644	14	0
645	14	0
646	14	0
647	14	0
648	14	0
649	14	0
650	14	0
651	14	0
652	14	0
653	14	0
654	14	0
655	14	0
656	14	0
657	14	0
658	14	0
659	14	0
660	14	0
661	14	0
662	14	0
663	14	0
664	14	0
665	14	0
666	14	0
667	14	0
668	13	0
669	13	0
670	12	0
671	12	0
672	12	0
673	12	0
674	12	0
675	12	0
676	12	0
677	12	0
678	12	0
679	12	0
680	11	0
681	11	0
682	11	0
683	11	0
684	11	0
685	11	0
686	11	0
687	11	0
688	11	0
689	10	0
690	10	0
691	10	0
692	10	0
693	10	0
694	10	0
695	10	0
696	10	0
697	10	0
698	10	0
699	10	0
700	10	10
701	10	10
702	10	10
703	10	10
704	9	9
705	9	9
706	9	9
707	9	9
708	9	9
709	9	9
710	9	9
711	9	9
712	9	9
713	9	9
714	9	9
715	9	9
716	9	9
717	9	9
718	9	9
719	9	9
720	9	9
721	9	9
722	9	9
723	9	9
724	9	9
725	9	9
726	9	9
727	9	9
728	9	9
729	9	9
730	9	9
731	9	9
732	9	9
733	9	9
734	9	9
735	9	9
736	9	9
737	9	9
738	9	9
739	9	9
740	8	8
741	8	8
742	8	8
743	8	8
744	8	8
745	8	8
746	8	8
747	8	8
748	8	8
749	8	8
750	8	8
751	8	8
752	8	8
753	8	8
754	8	8
755	8	8
756	7	7
757	7	7
758	7	7
759	7	7
760	7	7
761	7	7
762	7	7
763	7	7
764	7	7
765	7	7
766	7	7
767	7	7
768	5	5
769	5	5
770	5	5
771	5	5
772	5	5
773	5	5
774	4	4
775	4	4
776	4	4
777	4	4
778	4	4
779	3	3
780	3	3
781	3	3
782	3	3
783	3	3
784	3	3
785	3	3
786	3	3
787	3	3
788	3	3
789	3	3
790	3	3
791	3	3
792	3	3
793	3	3
794	3	3
795	3	3
796	3	3
797	3	3
798	3	3
799	2	2
800	2	2
801	2	2
802	2	2
803	2	2
804	2	2
805	2	2
806	2	2
807	2	2
808	2	2
809	2	2
810	2	2
811	2	2
812	2	2
813	1	1
814	1	1
815	1	1
816	1	1
817	1	1
818	1	1
819	1	1
820	1	1
821	1	1
822	1	1
823	1	1
824	1	1
825	1	1
826	1	1
827	1	1
828	1	1
829	1	1
830	1	1
831	1	1
832	0	0
