AgentID	Genome	motor_NN_on	learning_on
Mouse_339	[ 0.47  0.2   0.73  0.8   0.94]	True	True
Mouse_34	[ 0.24  0.22  0.91  0.68  0.57]	False	False
Mouse_340	[ 0.55  0.73  0.48  0.96  0.8 ]	True	True
Mouse_341	[ 0.32  0.02  0.9   0.2   0.78]	True	True
Mouse_342	[ 0.47  0.77  0.12  0.46  0.77]	True	True
Mouse_343	[ 0.78  0.22  0.41  0.98  0.21]	True	True
Mouse_344	[ 0.07  0.26  0.75  0.98  0.02]	True	True
Mouse_345	[ 0.87  0.91  0.32  0.69  0.9 ]	True	True
Mouse_346	[ 0.66  0.49  0.42  0.1   0.6 ]	True	True
Mouse_347	[ 0.4   0.36  0.64  0.08  0.09]	True	True
Mouse_348	[ 0.52  0.9   0.47  0.06  0.91]	True	True
Mouse_349	[ 0.38  0.52  0.77  0.75  0.43]	True	True
Mouse_35	[ 0.52  0.17  0.22  0.41  0.79]	False	False
Mouse_350	[ 0.97  0.68  0.07  0.99  0.13]	True	True
Mouse_351	[ 0.52  0.8   0.56  0.63  0.62]	True	True
Mouse_352	[ 0.64  0.55  0.44  0.09  0.28]	True	True
Mouse_353	[ 0.69  0.67  0.39  0.12  0.66]	True	True
Mouse_354	[ 0.75  0.74  0.06  0.97  0.75]	True	True
Mouse_355	[ 0.37  0.14  0.27  0.15  0.45]	True	True
Mouse_356	[ 0.01  0.57  0.32  0.36  0.87]	True	True
Mouse_357	[ 0.56  0.02  0.93  0.22  0.  ]	True	True
Mouse_358	[ 0.31  0.01  0.71  0.34  0.47]	True	True
Mouse_359	[ 0.69  0.63  0.21  0.87  0.41]	True	True
Mouse_36	[ 0.3   0.47  0.03  0.12  0.4 ]	False	False
Mouse_360	[ 0.82  0.51  0.82  0.89  0.79]	True	True
Mouse_361	[ 0.86  0.32  0.36  0.58  0.2 ]	True	True
Mouse_362	[ 0.97  0.03  0.11  0.07  0.56]	True	True
Mouse_363	[ 0.33  0.98  0.49  0.76  0.66]	True	True
Mouse_364	[ 0.19  0.66  0.89  0.91  0.32]	True	True
Mouse_365	[ 0.22  0.02  0.28  0.86  0.14]	True	True
Mouse_366	[ 0.01  0.87  0.2   0.    0.61]	True	True
Mouse_367	[ 0.23  1.    0.04  0.64  0.17]	True	True
Mouse_368	[ 0.05  0.65  0.67  0.96  0.08]	True	True
Mouse_369	[ 0.46  0.64  0.42  0.81  0.05]	True	True
Mouse_37	[ 0.86  0.93  0.83  0.86  0.38]	False	False
Mouse_370	[ 0.63  0.13  0.76  0.17  0.48]	True	True
Mouse_371	[ 0.37  0.44  0.94  0.21  0.07]	True	True
Mouse_372	[ 0.23  0.81  0.79  0.85  0.74]	True	True
Mouse_373	[ 0.53  0.86  0.12  0.16  0.19]	True	True
Mouse_374	[ 0.6   0.81  0.89  0.1   0.49]	True	True
Mouse_375	[ 0.33  0.35  0.93  0.59  0.45]	True	True
Mouse_376	[ 0.29  0.56  0.22  0.86  0.73]	True	True
Mouse_377	[ 0.97  0.5   0.94  0.05  0.95]	True	True
Mouse_378	[ 0.2   0.42  0.52  0.07  0.4 ]	True	True
Mouse_379	[ 0.76  0.31  0.79  0.77  0.16]	True	True
Mouse_38	[ 0.95  0.25  0.16  0.08  0.32]	False	False
Mouse_380	[ 0.15  0.94  0.34  0.27  0.87]	True	True
Mouse_381	[ 0.43  0.97  0.71  0.06  0.56]	True	True
Mouse_382	[ 0.33  0.    0.69  0.46  0.85]	True	True
Mouse_383	[ 0.68  0.25  0.16  0.25  1.  ]	True	True
Mouse_384	[ 0.46  0.27  0.47  0.92  0.32]	True	True
Mouse_385	[ 0.61  0.11  0.56  0.05  0.39]	True	True
Mouse_386	[ 0.17  0.09  0.68  0.4   0.64]	True	True
Mouse_387	[ 0.89  0.62  0.61  0.46  0.75]	True	True
Mouse_388	[ 0.19  0.79  0.41  0.43  0.17]	True	True
Mouse_389	[ 0.99  0.47  0.28  0.12  0.95]	True	True
Mouse_39	[ 0.01  0.64  0.92  0.8   0.4 ]	False	False
Mouse_390	[ 0.82  0.02  0.29  0.1   0.18]	True	True
Mouse_391	[ 0.32  0.92  0.04  0.6   0.46]	True	True
Mouse_392	[ 0.72  0.59  0.59  0.52  0.9 ]	True	True
Mouse_393	[ 0.99  0.48  0.85  0.71  0.62]	True	True
Mouse_394	[ 0.06  0.64  0.22  0.31  0.18]	True	True
Mouse_395	[ 0.6   0.06  0.49  0.47  0.94]	True	True
Mouse_396	[ 0.09  0.86  0.8   0.01  0.24]	True	True
Mouse_397	[ 0.17  0.88  0.04  0.77  0.11]	True	True
Mouse_398	[ 0.22  0.07  0.62  0.32  0.47]	True	True
Mouse_399	[ 0.06  0.83  0.72  0.4   0.92]	True	True
Mouse_4	[ 0.07  0.73  0.13  0.44  0.81]	False	False
Mouse_40	[ 0.25  0.8   0.21  0.99  0.16]	False	False
Mouse_400	[ 0.05  0.68  0.09  0.    0.57]	True	True
Mouse_401	[ 0.97  0.67  0.04  0.82  0.16]	True	True
Mouse_402	[ 0.48  0.64  0.98  0.54  0.83]	True	True
Mouse_403	[ 0.56  0.07  0.5   0.52  0.29]	True	True
Mouse_404	[ 0.75  0.37  0.55  0.98  0.38]	True	True
Mouse_405	[ 0.8   0.89  0.17  0.98  0.02]	True	True
Mouse_406	[ 0.27  0.05  0.99  0.11  0.44]	True	True
Mouse_407	[ 0.72  0.85  0.1   0.64  0.53]	True	True
Mouse_408	[ 0.96  0.86  0.3   0.9   0.55]	True	True
Mouse_409	[ 0.05  0.45  0.04  0.28  0.  ]	True	True
Mouse_41	[ 0.98  0.4   0.    0.2   0.22]	False	False
Mouse_410	[ 0.75  0.14  0.36  0.89  0.39]	True	True
Mouse_411	[ 0.75  0.62  0.96  0.72  0.7 ]	True	True
Mouse_412	[ 0.35  0.68  1.    0.83  0.35]	True	True
Mouse_413	[ 0.56  0.04  0.76  0.09  0.12]	True	True
Mouse_414	[ 0.55  0.03  0.46  0.87  0.64]	True	True
Mouse_415	[ 0.98  0.77  0.56  0.31  0.58]	True	True
Mouse_416	[ 0.6   0.17  0.33  0.54  0.2 ]	True	True
Mouse_417	[ 0.    0.04  0.24  0.12  0.82]	True	True
Mouse_418	[ 0.92  0.82  0.95  0.02  0.04]	True	True
Mouse_419	[ 0.97  0.84  0.66  0.71  0.39]	True	True
Mouse_42	[ 0.78  0.65  0.84  0.17  0.48]	False	False
Mouse_420	[ 0.66  0.04  0.78  0.23  0.4 ]	True	True
Mouse_421	[ 0.44  1.    0.87  0.8   0.15]	True	True
Mouse_422	[ 0.74  0.89  0.12  0.43  0.04]	True	True
Mouse_423	[ 0.72  0.1   0.29  0.14  0.03]	True	True
Mouse_424	[ 0.19  0.84  0.51  0.48  0.05]	True	True
Mouse_425	[ 1.    0.69  0.66  0.7   0.52]	True	True
Mouse_426	[ 0.19  0.91  0.21  0.46  0.96]	True	True
Mouse_427	[ 0.39  0.59  0.74  0.68  0.96]	True	True
Mouse_428	[ 0.28  0.26  0.71  0.33  0.22]	True	True
Mouse_429	[ 0.07  0.27  0.16  0.29  0.37]	True	True
Mouse_43	[ 0.02  0.88  0.57  0.22  0.55]	False	False
Mouse_430	[ 0.38  0.3   0.6   0.61  0.46]	True	True
Mouse_431	[ 0.47  0.38  0.33  0.83  0.51]	True	True
Mouse_432	[ 0.61  0.01  0.94  0.37  0.41]	True	True
Mouse_433	[ 0.5   0.46  0.12  0.8   0.26]	True	True
Mouse_434	[ 0.43  0.93  0.31  0.95  0.13]	True	True
Mouse_435	[ 0.52  0.36  0.18  0.88  0.71]	True	True
Mouse_436	[ 0.35  0.15  0.8   0.66  0.99]	True	True
Mouse_437	[ 0.05  0.95  0.32  0.2   0.69]	True	True
Mouse_438	[ 0.25  0.24  0.79  0.81  0.9 ]	True	True
Mouse_439	[ 0.67  0.52  0.97  0.47  0.39]	True	True
Mouse_44	[ 0.68  0.21  0.88  0.58  0.66]	False	False
Mouse_440	[ 0.04  0.45  0.04  0.03  0.06]	True	True
Mouse_441	[ 0.3   0.34  0.3   0.62  0.64]	True	True
Mouse_442	[ 0.54  0.49  0.41  0.51  0.35]	True	True
Mouse_443	[ 0.69  0.51  0.9   0.76  0.93]	True	True
Mouse_444	[ 0.56  0.6   0.13  0.14  0.68]	True	True
Mouse_445	[ 0.43  0.5   0.26  0.33  0.2 ]	True	True
Mouse_446	[ 0.64  0.16  0.06  0.83  0.27]	True	True
Mouse_447	[ 0.32  0.43  0.48  0.16  0.84]	True	True
Mouse_448	[ 0.59  0.15  0.69  1.    0.77]	True	True
Mouse_449	[ 0.79  0.22  0.9   0.6   0.38]	True	True
Mouse_45	[ 0.19  0.99  0.92  0.06  0.54]	False	False
Mouse_450	[ 0.66  0.75  0.88  0.27  0.75]	True	True
Mouse_451	[ 0.53  0.13  0.99  0.56  0.33]	True	True
Mouse_452	[ 0.38  0.59  0.61  0.19  0.94]	True	True
Mouse_453	[ 0.38  0.72  0.55  0.5   0.91]	True	True
Mouse_454	[ 0.86  0.13  0.5   0.32  0.89]	True	True
Mouse_455	[ 0.09  0.16  0.86  0.68  0.13]	True	True
Mouse_456	[ 0.96  0.28  0.61  0.6   0.65]	True	True
Mouse_457	[ 0.62  0.09  0.38  0.55  0.23]	True	True
Mouse_458	[ 0.03  0.16  0.74  0.71  0.33]	True	True
Mouse_459	[ 0.26  0.36  0.65  0.68  0.67]	True	True
Mouse_46	[ 0.4   0.66  0.51  0.58  0.52]	False	False
Mouse_460	[ 0.83  0.59  0.36  0.65  0.53]	True	True
Mouse_461	[ 0.41  0.93  0.66  0.68  0.9 ]	True	True
Mouse_462	[ 0.17  0.38  0.29  0.41  0.83]	True	True
Mouse_463	[ 0.56  0.44  0.01  0.69  0.91]	True	True
Mouse_464	[ 0.08  0.87  0.52  0.33  0.02]	True	True
Mouse_465	[ 0.72  0.86  0.37  0.58  1.  ]	True	True
Mouse_466	[ 0.07  0.46  0.37  0.9   0.7 ]	True	True
Mouse_467	[ 0.14  0.1   0.25  0.19  0.66]	True	True
Mouse_468	[ 0.76  0.22  0.17  0.48  0.23]	True	True
Mouse_469	[ 0.97  0.46  0.57  0.24  0.92]	True	True
Mouse_47	[ 0.48  0.36  0.31  0.08  0.45]	False	False
Mouse_470	[ 0.59  0.7   0.47  0.    0.66]	True	True
Mouse_471	[ 0.82  0.84  0.55  0.45  0.17]	True	True
Mouse_472	[ 0.46  0.68  0.66  0.33  0.  ]	True	True
Mouse_473	[ 0.94  0.42  0.47  0.27  0.7 ]	True	True
Mouse_474	[ 0.09  0.5   0.55  0.54  0.38]	True	True
Mouse_475	[ 0.87  0.07  0.27  0.81  0.81]	True	True
Mouse_476	[ 0.02  0.96  0.34  0.49  0.93]	True	True
Mouse_477	[ 0.    0.81  0.28  0.24  0.05]	True	True
Mouse_478	[ 0.53  0.04  0.52  0.05  0.42]	True	True
Mouse_479	[ 0.7   0.64  0.68  0.02  0.49]	True	True
Mouse_48	[ 0.92  0.37  0.65  0.92  0.58]	False	False
Mouse_480	[ 0.36  0.95  0.56  0.79  0.39]	True	True
Mouse_481	[ 0.33  0.31  0.71  0.45  0.76]	True	True
Mouse_482	[ 0.94  0.75  0.73  0.45  0.27]	True	True
Mouse_483	[ 0.27  0.39  0.86  0.15  0.02]	True	True
Mouse_484	[ 0.18  0.39  0.18  0.93  0.59]	True	True
Mouse_485	[ 0.53  0.68  0.52  0.55  0.21]	True	True
Mouse_486	[ 0.61  0.76  0.09  0.95  0.36]	True	True
Mouse_487	[ 0.24  0.42  0.75  0.82  0.8 ]	True	True
Mouse_488	[ 0.79  0.91  0.44  0.71  0.15]	True	True
Mouse_489	[ 0.54  0.54  0.05  0.88  0.05]	True	True
Mouse_49	[ 0.19  0.95  0.64  0.17  0.59]	False	False
Mouse_490	[ 0.89  0.79  0.54  0.47  0.9 ]	True	True
Mouse_491	[ 0.44  0.24  0.81  0.88  0.44]	True	True
Mouse_492	[ 0.11  0.76  0.91  0.08  0.45]	True	True
Mouse_493	[ 0.25  0.59  0.37  0.22  0.54]	True	True
Mouse_494	[ 0.4   0.35  0.84  0.52  0.56]	True	True
Mouse_495	[ 0.53  0.58  0.78  0.18  0.33]	True	True
Mouse_496	[ 0.15  0.2   0.02  0.85  0.82]	True	True
Mouse_497	[ 0.6   0.39  0.8   0.81  0.88]	True	True
Mouse_498	[ 0.2   0.99  0.88  0.81  0.87]	True	True
Mouse_499	[ 0.9   0.94  0.9   0.11  0.58]	True	True
Mouse_5	[ 0.51  0.48  0.4   0.53  0.99]	False	False
Mouse_50	[ 0.26  0.15  0.47  0.2   0.16]	False	False
Mouse_500	[ 0.24  0.67  0.46  0.07  0.08]	True	True
Mouse_501	[ 0.8   0.3   0.15  0.18  0.36]	True	True
Mouse_502	[ 0.04  0.92  0.26  0.85  0.69]	True	True
Mouse_503	[ 0.18  0.71  0.21  0.13  0.97]	True	True
Mouse_504	[ 0.87  0.28  0.29  0.76  0.93]	True	True
Mouse_505	[ 0.06  0.57  0.6   0.51  0.28]	True	True
Mouse_506	[ 0.2   0.72  0.23  0.08  0.93]	True	True
Mouse_507	[ 0.91  0.66  0.08  0.24  0.45]	True	True
Mouse_508	[ 0.15  0.49  0.29  0.44  0.76]	True	True
Mouse_509	[ 0.11  0.9   0.92  0.93  0.08]	True	True
Mouse_51	[ 0.94  0.41  0.21  0.86  0.55]	False	False
Mouse_510	[ 0.51  0.07  0.    0.93  0.55]	True	True
Mouse_511	[ 0.22  0.18  0.47  0.83  0.84]	True	True
Mouse_512	[ 0.99  0.87  0.16  0.58  0.65]	True	True
Mouse_513	[ 0.77  0.66  0.43  0.63  0.77]	True	True
Mouse_514	[ 0.4   0.31  0.71  0.03  0.4 ]	True	True
Mouse_515	[ 0.48  0.15  0.05  0.84  0.75]	True	True
Mouse_516	[ 0.82  0.62  0.52  0.74  0.84]	True	True
Mouse_517	[ 0.9   0.27  0.73  0.55  0.92]	True	True
Mouse_518	[ 0.9   0.42  0.3   0.96  0.77]	True	True
Mouse_519	[ 0.18  0.3   0.83  0.11  0.08]	True	True
Mouse_52	[ 0.27  0.36  0.98  0.12  0.96]	False	False
Mouse_520	[ 0.7   0.23  0.21  0.81  0.26]	True	True
Mouse_521	[ 0.91  0.94  0.11  0.79  0.9 ]	True	True
Mouse_522	[ 0.98  0.    0.5   0.2   0.14]	True	True
Mouse_523	[ 0.55  0.98  0.05  0.58  0.88]	True	True
Mouse_524	[ 0.18  0.28  0.44  0.95  0.06]	True	True
Mouse_525	[ 0.17  0.43  0.23  0.51  0.34]	True	True
Mouse_526	[ 0.62  0.83  0.36  0.65  0.57]	True	True
Mouse_527	[ 0.01  0.24  0.85  0.88  0.18]	True	True
Mouse_528	[ 0.2   0.22  0.01  1.    0.51]	True	True
Mouse_529	[ 0.66  0.67  0.97  0.43  0.8 ]	True	True
Mouse_53	[ 1.    0.53  0.25  0.54  0.67]	False	False
Mouse_530	[ 0.38  0.87  0.49  0.61  0.06]	True	True
Mouse_531	[ 0.37  0.22  0.1   0.53  0.8 ]	True	True
Mouse_532	[ 0.21  0.15  0.62  0.55  0.16]	True	True
Mouse_533	[ 0.22  0.95  0.27  0.71  0.64]	True	True
Mouse_534	[ 0.43  0.    0.67  0.32  0.04]	True	True
Mouse_535	[ 0.77  0.19  0.28  0.94  0.85]	True	True
Mouse_536	[ 0.52  0.73  0.58  0.03  0.02]	True	True
Mouse_537	[ 0.07  0.4   0.58  0.42  0.46]	True	True
Mouse_538	[ 0.6   0.14  0.24  0.56  0.12]	True	True
Mouse_539	[ 0.82  0.    0.3   0.2   0.94]	True	True
Mouse_54	[ 0.69  0.02  0.93  0.99  0.49]	False	False
Mouse_540	[ 0.62  0.15  0.96  0.    0.43]	True	True
Mouse_541	[ 0.9   0.91  0.42  0.29  0.76]	True	True
Mouse_542	[ 0.85  0.    0.39  0.45  0.09]	True	True
Mouse_543	[ 0.82  0.06  0.7   0.24  0.04]	True	True
Mouse_544	[ 0.55  0.95  0.91  0.39  0.54]	True	True
Mouse_545	[ 0.26  0.69  0.13  0.93  0.77]	True	True
Mouse_546	[ 0.98  0.16  0.27  0.11  0.44]	True	True
Mouse_547	[ 0.4   0.37  0.1   0.05  0.27]	True	True
Mouse_548	[ 0.58  0.65  0.23  0.12  0.27]	True	True
Mouse_549	[ 0.85  0.35  0.11  0.85  0.3 ]	True	True
Mouse_55	[ 0.73  0.29  0.96  0.49  0.41]	False	False
Mouse_550	[ 0.1   0.55  0.56  0.86  0.62]	True	True
Mouse_551	[ 0.76  0.43  0.53  0.14  0.88]	True	True
Mouse_552	[ 0.21  0.22  0.44  1.    0.65]	True	True
Mouse_553	[ 0.67  0.16  0.26  0.37  0.35]	True	True
Mouse_554	[ 0.69  0.45  0.69  0.05  0.69]	True	True
Mouse_555	[ 0.86  0.79  0.9   0.02  0.63]	True	True
Mouse_556	[ 0.97  0.39  0.34  0.89  0.63]	True	True
Mouse_557	[ 0.23  0.52  0.76  0.26  0.83]	True	True
Mouse_558	[ 0.06  0.04  0.03  0.47  0.71]	True	True
Mouse_559	[ 0.53  0.16  0.37  0.29  0.74]	True	True
Mouse_56	[ 0.45  0.02  0.64  0.24  0.98]	False	False
Mouse_560	[ 0.8   0.08  0.6   0.14  0.11]	True	True
Mouse_561	[ 0.48  0.51  0.51  0.79  0.  ]	True	True
Mouse_562	[ 0.64  0.81  0.68  0.44  0.12]	True	True
Mouse_563	[ 0.37  0.26  0.53  0.02  0.55]	True	True
Mouse_564	[ 0.65  0.36  0.9   0.31  0.76]	True	True
Mouse_565	[ 0.91  0.24  0.28  0.82  0.49]	True	True
Mouse_566	[ 0.28  0.89  0.31  0.    0.36]	True	True
Mouse_567	[ 0.66  0.61  0.66  0.57  0.48]	True	True
Mouse_568	[ 0.98  0.58  0.9   0.81  0.06]	True	True
Mouse_569	[ 0.35  0.69  0.42  0.46  0.95]	True	True
Mouse_57	[ 0.16  0.75  0.05  0.09  0.79]	False	False
Mouse_570	[ 0.97  0.99  0.61  0.07  0.05]	True	True
Mouse_571	[ 0.54  0.95  0.83  0.68  0.36]	True	True
Mouse_572	[ 0.4   0.45  0.13  0.42  0.79]	True	True
Mouse_573	[ 0.34  0.22  0.63  0.53  0.48]	True	True
Mouse_574	[ 0.32  0.22  0.66  1.    0.13]	True	True
Mouse_575	[ 0.73  0.23  0.99  0.74  0.76]	True	True
Mouse_576	[ 0.58  0.    0.67  0.35  0.29]	True	True
Mouse_577	[ 0.5   0.94  0.55  0.78  0.2 ]	True	True
Mouse_578	[ 0.45  0.68  0.74  0.11  0.99]	True	True
Mouse_579	[ 1.    0.96  0.63  0.46  0.83]	True	True
Mouse_58	[ 0.94  0.68  0.4   0.26  0.94]	False	False
Mouse_580	[ 0.45  0.38  0.55  0.75  0.42]	True	True
Mouse_581	[ 0.46  0.63  0.15  0.61  0.86]	True	True
Mouse_582	[ 0.21  0.53  0.96  0.03  0.6 ]	True	True
Mouse_583	[ 0.    0.36  0.66  0.11  0.75]	True	True
Mouse_584	[ 0.46  0.49  0.47  0.85  0.52]	True	True
Mouse_585	[ 0.32  0.91  0.73  0.99  0.73]	True	True
Mouse_586	[ 0.46  0.4   0.02  0.59  0.21]	True	True
Mouse_587	[ 0.07  0.56  0.57  0.25  0.74]	True	True
Mouse_588	[ 0.8   0.24  0.23  0.73  0.42]	True	True
Mouse_589	[ 0.45  0.55  0.65  0.21  0.02]	True	True
Mouse_59	[ 0.88  0.73  0.72  0.15  0.11]	False	False
Mouse_590	[ 0.44  0.58  0.25  0.96  0.41]	True	True
Mouse_591	[ 0.13  0.21  0.36  0.47  0.68]	True	True
Mouse_592	[ 0.6   0.1   0.79  0.75  0.2 ]	True	True
Mouse_593	[ 0.39  0.64  0.79  0.72  0.78]	True	True
Mouse_594	[ 0.65  0.95  0.51  0.16  0.  ]	True	True
Mouse_595	[ 0.57  0.64  0.23  0.38  1.  ]	True	True
Mouse_596	[ 0.87  0.42  0.48  0.29  0.05]	True	True
Mouse_597	[ 0.75  0.24  0.61  0.88  0.3 ]	True	True
Mouse_598	[ 0.37  0.79  0.11  0.81  0.55]	True	True
Mouse_599	[ 0.75  0.38  0.8   0.53  0.03]	True	True
Mouse_6	[ 0.55  0.18  0.52  0.16  0.91]	False	False
Mouse_60	[ 0.13  0.03  0.43  0.36  0.41]	False	False
Mouse_600	[ 0.11  0.81  0.06  0.06  0.66]	True	True
Mouse_602	[ 0.85  0.53  0.66  0.96  0.31]	True	True
Mouse_604	[ 0.45  0.55  0.65  0.21  0.02]	True	True
Mouse_61	[ 0.6   0.81  0.09  0.69  0.68]	False	False
Mouse_611	[ 0.48  0.15  0.05  0.84  0.75]	True	True
Mouse_612	[ 0.06  0.73  0.72  0.4   0.92]	True	True
Mouse_614	[ 0.4   0.57  0.9   0.31  0.33]	False	False
Mouse_615	[ 0.05  0.95  0.32  0.2   0.69]	True	True
Mouse_619	[ 0.42  0.28  0.05  0.59  0.46]	True	True
Mouse_62	[ 0.32  0.71  0.45  1.    0.53]	False	False
Mouse_63	[ 0.04  0.55  0.    0.35  0.95]	False	False
Mouse_630	[ 0.05  0.94  0.34  0.27  0.77]	True	True
Mouse_634	[ 0.55  0.18  0.52  0.16  0.91]	False	False
Mouse_636	[ 0.23  0.38  0.57  0.91  0.81]	False	False
Mouse_637	[ 0.17  0.98  0.19  0.64  0.38]	True	True
Mouse_638	[ 0.89  0.62  0.61  0.46  0.75]	True	True
Mouse_64	[ 0.63  0.85  0.62  0.63  0.77]	False	False
Mouse_640	[ 0.38  0.38  0.63  0.77  0.13]	True	True
Mouse_641	[ 0.46  0.4   0.02  0.59  0.21]	True	True
Mouse_644	[ 0.18  0.39  0.18  0.93  0.59]	True	True
Mouse_647	[ 0.37  0.8   0.73  0.62  0.79]	False	False
Mouse_648	[ 0.6   0.17  0.13  0.54  0.2 ]	True	True
Mouse_65	[ 0.7   0.17  0.66  0.03  0.12]	False	False
Mouse_651	[ 0.65  0.62  0.96  0.72  0.7 ]	True	True
Mouse_653	[ 0.21  0.53  0.86  0.03  0.6 ]	True	True
Mouse_656	[ 0.04  0.65  0.64  0.03  0.39]	True	True
Mouse_659	[ 0.55  0.26  0.9   0.31  0.76]	True	True
Mouse_66	[ 0.42  0.43  0.73  0.88  0.54]	False	False
Mouse_660	[ 0.06  0.04  0.03  0.47  0.71]	True	True
Mouse_665	[ 0.95  0.25  0.16  0.08  0.32]	False	False
Mouse_667	[ 0.21  0.22  0.34  1.    0.75]	True	True
Mouse_67	[ 0.05  0.33  0.59  0.7   0.9 ]	False	False
Mouse_672	[ 0.18  0.1   0.34  0.48  0.43]	True	True
Mouse_68	[ 0.36  0.16  0.31  0.8   0.47]	False	False
Mouse_683	[ 0.46  0.32  0.29  0.69  0.86]	False	False
Mouse_684	[ 0.04  0.65  0.01  0.35  0.95]	False	False
Mouse_687	[ 0.94  0.41  0.21  0.86  0.45]	False	False
Mouse_689	[ 0.91  0.94  0.11  0.79  0.9 ]	True	True
Mouse_69	[ 0.02  0.18  0.56  0.32  0.3 ]	False	False
Mouse_690	[ 0.98  0.31  0.87  0.46  0.42]	False	False
Mouse_691	[ 0.6   0.24  0.04  0.46  0.22]	True	True
Mouse_693	[ 0.43  0.5   0.57  0.1   0.78]	True	True
Mouse_695	[ 0.06  0.74  0.37  0.47  0.71]	True	True
Mouse_696	[ 0.38  0.12  0.24  0.23  0.71]	False	False
Mouse_7	[ 0.01  0.23  0.25  0.54  0.24]	False	False
Mouse_70	[ 0.59  0.06  0.96  0.    0.07]	False	False
Mouse_702	[ 0.97  0.03  0.    0.07  0.46]	True	True
Mouse_704	[ 0.82  0.02  0.29  0.1   0.18]	True	True
Mouse_708	[ 0.46  0.84  0.86  0.62  0.02]	False	False
Mouse_709	[ 0.72  0.    0.3   0.    1.  ]	True	True
Mouse_71	[ 0.53  0.42  0.16  0.31  0.86]	False	False
Mouse_710	[ 0.01  0.37  0.32  0.36  0.87]	True	True
Mouse_718	[ 0.07  0.14  0.16  0.53  0.79]	True	True
Mouse_719	[ 0.43  0.06  0.57  0.32  0.04]	True	True
Mouse_72	[ 0.18  0.38  0.69  0.73  0.9 ]	False	False
Mouse_721	[ 0.61  0.44  0.03  0.    0.73]	False	False
Mouse_724	[ 0.17  0.28  0.29  0.61  0.83]	True	True
Mouse_73	[ 0.39  0.42  0.06  0.59  0.32]	False	False
Mouse_732	[ 0.7   0.07  0.66  0.03  0.12]	False	False
Mouse_734	[ 0.49  0.44  0.22  0.77  0.75]	True	True
Mouse_735	[ 0.06  0.55  0.95  0.78  0.23]	True	True
Mouse_736	[ 0.25  0.24  0.79  0.81  0.9 ]	True	True
Mouse_737	[ 0.46  0.23  0.07  0.14  0.46]	True	True
Mouse_739	[ 0.97  0.04  0.95  0.81  0.18]	False	False
Mouse_74	[ 1.    0.44  0.9   0.06  0.83]	False	False
Mouse_742	[ 0.33  0.31  0.71  0.45  0.76]	True	True
Mouse_745	[ 0.82  0.06  0.7   0.24  0.14]	True	True
Mouse_746	[ 0.68  0.83  0.79  0.66  0.  ]	False	False
Mouse_75	[ 0.82  0.81  0.62  0.18  0.08]	False	False
Mouse_750	[ 0.06  0.03  0.29  0.26  0.77]	False	False
Mouse_76	[ 0.88  0.52  0.99  0.76  0.72]	False	False
Mouse_77	[ 0.14  0.04  0.93  0.57  0.34]	False	False
Mouse_772	[ 0.89  0.39  0.01  0.52  0.83]	True	True
Mouse_774	[ 0.83  0.24  0.79  0.63  0.72]	False	False
Mouse_777	[ 0.28  0.18  0.65  0.86  0.19]	True	True
Mouse_78	[ 0.07  0.91  0.75  0.46  0.19]	False	False
Mouse_781	[ 0.33  0.    0.69  0.46  0.85]	True	True
Mouse_782	[ 0.56  0.    1.    0.22  0.04]	True	True
Mouse_784	[ 0.77  0.11  0.21  0.49  0.57]	True	True
Mouse_79	[ 0.9   0.2   0.08  0.04  0.8 ]	False	False
Mouse_790	[ 0.63  0.85  0.52  0.63  0.67]	False	False
Mouse_793	[ 0.25  0.23  0.44  0.23  0.8 ]	True	True
Mouse_8	[ 0.18  0.63  0.25  0.56  0.45]	False	False
Mouse_80	[ 1.    0.04  0.95  0.81  0.08]	False	False
Mouse_802	[ 0.52  0.73  0.58  0.03  0.02]	True	True
Mouse_804	[ 0.48  0.02  0.72  0.26  0.96]	True	True
Mouse_81	[ 0.53  0.4   0.64  0.35  0.01]	False	False
Mouse_810	[ 0.25  0.95  0.28  0.21  0.52]	False	False
Mouse_813	[ 0.02  0.64  0.72  0.32  0.86]	True	True
Mouse_814	[ 0.53  0.04  0.52  0.05  0.42]	True	True
Mouse_815	[ 0.59  0.05  0.69  1.    0.77]	True	True
Mouse_818	[ 0.49  0.26  0.88  0.85  0.08]	True	True
Mouse_82	[ 0.66  0.79  0.37  0.58  0.54]	False	False
Mouse_825	[ 0.06  0.57  0.6   0.41  0.08]	True	True
Mouse_827	[ 0.41  0.93  0.66  0.68  0.9 ]	True	True
Mouse_828	[ 0.76  0.79  0.9   0.02  0.63]	True	True
Mouse_83	[ 0.53  0.53  0.03  0.77  0.26]	False	False
Mouse_830	[ 0.99  0.19  0.03  0.87  0.58]	False	False
Mouse_834	[ 0.51  0.84  0.62  0.99  0.48]	False	False
Mouse_838	[ 0.56  0.07  0.5   0.52  0.19]	True	True
Mouse_84	[ 0.74  0.26  0.27  0.99  0.94]	False	False
Mouse_840	[ 0.    0.39  0.99  0.19  0.45]	False	False
Mouse_846	[ 0.28  0.27  0.77  0.27  0.83]	True	True
Mouse_847	[ 0.2   0.55  0.66  0.86  0.62]	True	True
Mouse_849	[ 0.36  0.69  0.31  0.39  0.26]	True	True
Mouse_85	[ 0.83  0.44  0.12  0.11  0.3 ]	False	False
Mouse_850	[ 0.18  0.29  0.01  0.18  0.  ]	True	True
