[[0, nan, 0, nan], [((0, 1), 0.0), [0, 100, 0], 60]]
[[3, 25.333333333333332, 97, 5.2164948453608249], [((0, 5), 1.5707963267948966), [0, 100, 0], 60]]
[[43, 15.837209302325581, 57, 16.228070175438596], [((0, 5), 2.356194490192345), [0, 100, 0], 60]]
[[63, 4.253968253968254, 37, 20.351351351351351], [((0, 5), 3.141592653589793), [0, 100, 0], 60]]
[[40, 10.475, 60, 22.616666666666667], [((0, 5), 3.9269908169872414), [0, 100, 0], 60]]
[[73, 4.0136986301369859, 27, 19.777777777777779], [((0, 5), 4.71238898038469), [0, 100, 0], 60]]
[[60, 6.8833333333333337, 40, 24.175000000000001], [((0, 5), 5.497787143782138), [0, 100, 0], 60]]
[[45, 16.377777777777776, 51, 19.352941176470587], [((1, 1), 0.0), [0, 100, 0], 60]]
[[25, 21.719999999999999, 74, 8.8108108108108105], [((1, 1), 0.7853981633974483), [0, 100, 0], 60]]
[[51, 12.176470588235293, 49, 24.530612244897959], [((1, 1), 1.5707963267948966), [0, 100, 0], 60]]
[[39, 15.76923076923077, 59, 13.389830508474576], [((1, 1), 2.356194490192345), [0, 100, 0], 60]]
[[96, 2.0, 4, 11.75], [((1, 1), 3.141592653589793), [0, 100, 0], 60]]
[[100, 3.21, 0, nan], [((1, 1), 3.9269908169872414), [0, 100, 0], 60]]
[[94, 2.0, 6, 9.0], [((1, 1), 4.71238898038469), [0, 100, 0], 60]]
[[46, 16.891304347826086, 54, 13.037037037037036], [((1, 1), 5.497787143782138), [0, 100, 0], 60]]
[[92, 3.9565217391304346, 8, 21.125], [((1, 2), 0.0), [0, 100, 0], 60]]
[[18, 26.222222222222221, 82, 7.5609756097560972], [((1, 2), 0.7853981633974483), [0, 100, 0], 60]]
[[36, 17.333333333333332, 62, 12.53225806451613], [((1, 2), 1.5707963267948966), [0, 100, 0], 60]]
[[37, 16.108108108108109, 61, 15.344262295081966], [((1, 2), 2.356194490192345), [0, 100, 0], 60]]
[[97, 2.6288659793814433, 3, 31.0], [((1, 2), 3.141592653589793), [0, 100, 0], 60]]
[[91, 2.8791208791208791, 9, 20.333333333333332], [((1, 2), 3.9269908169872414), [0, 100, 0], 60]]
[[99, 2.9292929292929295, 1, 32.0], [((1, 2), 4.71238898038469), [0, 100, 0], 60]]
[[47, 17.0, 50, 17.600000000000001], [((1, 2), 5.497787143782138), [0, 100, 0], 60]]
[[62, 9.7741935483870961, 38, 30.710526315789473], [((1, 3), 0.0), [0, 100, 0], 60]]
[[39, 19.153846153846153, 61, 11.868852459016393], [((1, 3), 0.7853981633974483), [0, 100, 0], 60]]
[[22, 18.181818181818183, 78, 7.4871794871794872], [((1, 3), 1.5707963267948966), [0, 100, 0], 60]]
[[63, 19.476190476190474, 36, 18.722222222222221], [((1, 3), 2.356194490192345), [0, 100, 0], 60]]
[[100, 3.0, 0, nan], [((1, 3), 3.141592653589793), [0, 100, 0], 60]]
[[55, 9.1999999999999993, 45, 21.133333333333333], [((1, 3), 3.9269908169872414), [0, 100, 0], 60]]
[[92, 3.0326086956521738, 8, 19.25], [((1, 3), 4.71238898038469), [0, 100, 0], 60]]
[[58, 6.8275862068965516, 42, 26.833333333333332], [((1, 3), 5.497787143782138), [0, 100, 0], 60]]
[[83, 4.4216867469879517, 17, 23.941176470588236], [((1, 4), 0.0), [0, 100, 0], 60]]
[[42, 18.30952380952381, 58, 15.431034482758621], [((1, 4), 0.7853981633974483), [0, 100, 0], 60]]
[[9, 16.333333333333332, 91, 5.6923076923076925], [((1, 4), 1.5707963267948966), [0, 100, 0], 60]]
[[51, 14.980392156862745, 48, 21.8125], [((1, 4), 2.356194490192345), [0, 100, 0], 60]]
[[68, 3.8382352941176472, 32, 22.5], [((1, 4), 3.141592653589793), [0, 100, 0], 60]]
[[65, 14.969230769230769, 34, 20.970588235294116], [((1, 4), 3.9269908169872414), [0, 100, 0], 60]]
[[89, 3.3258426966292136, 11, 22.272727272727273], [((1, 4), 4.71238898038469), [0, 100, 0], 60]]
[[45, 12.555555555555555, 55, 20.872727272727271], [((1, 4), 5.497787143782138), [0, 100, 0], 60]]
[[56, 4.8571428571428568, 44, 18.727272727272727], [((1, 5), 0.0), [0, 100, 0], 60]]
[[47, 15.48936170212766, 53, 15.584905660377359], [((1, 5), 0.7853981633974483), [0, 100, 0], 60]]
[[5, 15.6, 95, 5.0], [((1, 5), 1.5707963267948966), [0, 100, 0], 60]]
[[54, 14.222222222222221, 46, 29.0], [((1, 5), 2.356194490192345), [0, 100, 0], 60]]
[[77, 4.0, 23, 21.565217391304348], [((1, 5), 3.141592653589793), [0, 100, 0], 60]]
[[63, 18.095238095238095, 35, 15.4], [((1, 5), 3.9269908169872414), [0, 100, 0], 60]]
[[83, 4.0120481927710845, 17, 28.588235294117649], [((1, 5), 4.71238898038469), [0, 100, 0], 60]]
[[50, 8.7599999999999998, 50, 21.260000000000002], [((1, 5), 5.497787143782138), [0, 100, 0], 60]]
[[60, 9.5666666666666664, 40, 28.350000000000001], [((2, 2), 0.0), [0, 100, 0], 60]]
[[3, 16.333333333333332, 97, 6.4432989690721651], [((2, 2), 0.7853981633974483), [0, 100, 0], 60]]
[[64, 8.234375, 36, 27.416666666666668], [((2, 2), 1.5707963267948966), [0, 100, 0], 60]]
[[52, 15.5, 48, 25.625], [((2, 2), 2.356194490192345), [0, 100, 0], 60]]
[[88, 3.0, 12, 21.583333333333332], [((2, 2), 3.141592653589793), [0, 100, 0], 60]]
[[100, 3.0, 0, nan], [((2, 2), 3.9269908169872414), [0, 100, 0], 60]]
[[83, 3.0602409638554215, 17, 23.294117647058822], [((2, 2), 4.71238898038469), [0, 100, 0], 60]]
[[53, 18.018867924528301, 44, 24.363636363636363], [((2, 2), 5.497787143782138), [0, 100, 0], 60]]
[[72, 11.666666666666666, 28, 26.321428571428573], [((2, 3), 0.0), [0, 100, 0], 60]]
[[14, 23.285714285714285, 86, 5.7906976744186043], [((2, 3), 0.7853981633974483), [0, 100, 0], 60]]
[[59, 9.101694915254237, 41, 25.536585365853657], [((2, 3), 1.5707963267948966), [0, 100, 0], 60]]
[[56, 12.982142857142858, 44, 29.295454545454547], [((2, 3), 2.356194490192345), [0, 100, 0], 60]]
[[94, 3.0957446808510638, 6, 24.166666666666668], [((2, 3), 3.141592653589793), [0, 100, 0], 60]]
[[78, 3.0769230769230771, 22, 19.636363636363637], [((2, 3), 3.9269908169872414), [0, 100, 0], 60]]
[[93, 3.021505376344086, 7, 18.142857142857142], [((2, 3), 4.71238898038469), [0, 100, 0], 60]]
[[68, 5.7205882352941178, 32, 24.25], [((2, 3), 5.497787143782138), [0, 100, 0], 60]]
[[76, 5.1710526315789478, 24, 24.5], [((2, 4), 0.0), [0, 100, 0], 60]]
[[12, 21.416666666666668, 88, 6.6931818181818183], [((2, 4), 0.7853981633974483), [0, 100, 0], 60]]
[[46, 16.086956521739129, 53, 18.150943396226417], [((2, 4), 1.5707963267948966), [0, 100, 0], 60]]
[[56, 10.196428571428571, 44, 26.204545454545453], [((2, 4), 2.356194490192345), [0, 100, 0], 60]]
[[67, 10.253731343283581, 33, 15.424242424242424], [((2, 4), 3.141592653589793), [0, 100, 0], 60]]
[[49, 12.897959183673469, 51, 26.823529411764707], [((2, 4), 3.9269908169872414), [0, 100, 0], 60]]
[[87, 3.9540229885057472, 13, 12.692307692307692], [((2, 4), 4.71238898038469), [0, 100, 0], 60]]
[[62, 4.935483870967742, 38, 26.026315789473685], [((2, 4), 5.497787143782138), [0, 100, 0], 60]]
[[68, 10.176470588235293, 32, 13.0], [((2, 5), 0.0), [0, 100, 0], 60]]
[[16, 19.3125, 84, 5.4404761904761907], [((2, 5), 0.7853981633974483), [0, 100, 0], 60]]
[[31, 18.032258064516128, 66, 10.606060606060606], [((2, 5), 1.5707963267948966), [0, 100, 0], 60]]
[[69, 19.159420289855074, 31, 17.419354838709676], [((2, 5), 2.356194490192345), [0, 100, 0], 60]]
[[88, 4.0113636363636367, 12, 22.666666666666668], [((2, 5), 3.141592653589793), [0, 100, 0], 60]]
[[58, 10.620689655172415, 42, 27.428571428571427], [((2, 5), 3.9269908169872414), [0, 100, 0], 60]]
[[88, 5.8522727272727275, 12, 18.5], [((2, 5), 4.71238898038469), [0, 100, 0], 60]]
[[59, 12.949152542372881, 40, 22.449999999999999], [((2, 5), 5.497787143782138), [0, 100, 0], 60]]
[[70, 6.4285714285714288, 30, 21.933333333333334], [((3, 3), 0.0), [0, 100, 0], 60]]
[[3, 19.333333333333332, 97, 5.4020618556701034], [((3, 3), 0.7853981633974483), [0, 100, 0], 60]]
[[63, 6.9206349206349209, 37, 25.0], [((3, 3), 1.5707963267948966), [0, 100, 0], 60]]
[[67, 6.2537313432835822, 33, 30.787878787878789], [((3, 3), 2.356194490192345), [0, 100, 0], 60]]
[[57, 4.1578947368421053, 43, 18.930232558139537], [((3, 3), 3.141592653589793), [0, 100, 0], 60]]
[[95, 3.6631578947368419, 5, 17.800000000000001], [((3, 3), 3.9269908169872414), [0, 100, 0], 60]]
[[52, 4.0384615384615383, 48, 20.854166666666668], [((3, 3), 4.71238898038469), [0, 100, 0], 60]]
[[63, 6.4444444444444446, 37, 31.216216216216218], [((3, 3), 5.497787143782138), [0, 100, 0], 60]]
[[60, 6.0166666666666666, 40, 24.175000000000001], [((3, 4), 0.0), [0, 100, 0], 60]]
[[10, 30.800000000000001, 90, 5.2444444444444445], [((3, 4), 0.7853981633974483), [0, 100, 0], 60]]
[[55, 15.945454545454545, 42, 22.785714285714285], [((3, 4), 1.5707963267948966), [0, 100, 0], 60]]
[[65, 10.276923076923078, 35, 26.171428571428571], [((3, 4), 2.356194490192345), [0, 100, 0], 60]]
[[83, 5.8433734939759034, 17, 14.941176470588236], [((3, 4), 3.141592653589793), [0, 100, 0], 60]]
[[62, 7.096774193548387, 38, 25.526315789473685], [((3, 4), 3.9269908169872414), [0, 100, 0], 60]]
[[70, 4.0285714285714285, 30, 18.633333333333333], [((3, 4), 4.71238898038469), [0, 100, 0], 60]]
[[41, 11.024390243902438, 59, 17.864406779661017], [((3, 4), 5.497787143782138), [0, 100, 0], 60]]
[[56, 11.75, 44, 21.818181818181817], [((3, 5), 0.0), [0, 100, 0], 60]]
[[14, 27.785714285714285, 86, 5.6395348837209305], [((3, 5), 0.7853981633974483), [0, 100, 0], 60]]
[[55, 14.50909090909091, 45, 26.555555555555557], [((3, 5), 1.5707963267948966), [0, 100, 0], 60]]
[[48, 11.104166666666666, 52, 27.846153846153847], [((3, 5), 2.356194490192345), [0, 100, 0], 60]]
[[72, 4.1805555555555554, 28, 22.321428571428573], [((3, 5), 3.141592653589793), [0, 100, 0], 60]]
[[55, 11.763636363636364, 45, 25.177777777777777], [((3, 5), 3.9269908169872414), [0, 100, 0], 60]]
[[60, 4.3166666666666664, 40, 24.675000000000001], [((3, 5), 4.71238898038469), [0, 100, 0], 60]]
[[49, 12.755102040816327, 50, 23.079999999999998], [((3, 5), 5.497787143782138), [0, 100, 0], 60]]
[[50, 8.5, 50, 24.66], [((4, 4), 0.0), [0, 100, 0], 60]]
[[0, nan, 100, 4.4199999999999999], [((4, 4), 0.7853981633974483), [0, 100, 0], 60]]
[[56, 10.75, 44, 28.90909090909091], [((4, 4), 1.5707963267948966), [0, 100, 0], 60]]
[[47, 8.7446808510638299, 53, 23.754716981132077], [((4, 4), 2.356194490192345), [0, 100, 0], 60]]
[[61, 4.7540983606557381, 39, 21.282051282051281], [((4, 4), 3.141592653589793), [0, 100, 0], 60]]
[[71, 4.183098591549296, 29, 23.344827586206897], [((4, 4), 3.9269908169872414), [0, 100, 0], 60]]
[[67, 4.0597014925373136, 33, 24.606060606060606], [((4, 4), 4.71238898038469), [0, 100, 0], 60]]
[[49, 13.306122448979592, 51, 24.098039215686274], [((4, 4), 5.497787143782138), [0, 100, 0], 60]]
[[60, 10.383333333333333, 40, 29.550000000000001], [((4, 5), 0.0), [0, 100, 0], 60]]
[[0, nan, 100, 4.0099999999999998], [((4, 5), 0.7853981633974483), [0, 100, 0], 60]]
[[45, 12.666666666666666, 54, 24.75925925925926], [((4, 5), 1.5707963267948966), [0, 100, 0], 60]]
[[49, 10.673469387755102, 51, 25.843137254901961], [((4, 5), 2.356194490192345), [0, 100, 0], 60]]
[[62, 15.241935483870968, 38, 22.368421052631579], [((4, 5), 3.141592653589793), [0, 100, 0], 60]]
[[59, 7.101694915254237, 41, 26.048780487804876], [((4, 5), 3.9269908169872414), [0, 100, 0], 60]]
[[54, 5.5925925925925926, 46, 22.5], [((4, 5), 4.71238898038469), [0, 100, 0], 60]]
[[53, 13.09433962264151, 46, 26.391304347826086], [((4, 5), 5.497787143782138), [0, 100, 0], 60]]
[[55, 12.327272727272728, 45, 29.222222222222221], [((5, 5), 0.0), [0, 100, 0], 60]]
[[0, nan, 100, 3.9399999999999999], [((5, 5), 0.7853981633974483), [0, 100, 0], 60]]
[[54, 11.592592592592593, 46, 33.739130434782609], [((5, 5), 1.5707963267948966), [0, 100, 0], 60]]
[[48, 12.604166666666666, 50, 30.280000000000001], [((5, 5), 2.356194490192345), [0, 100, 0], 60]]
[[61, 5.3442622950819674, 39, 24.948717948717949], [((5, 5), 3.141592653589793), [0, 100, 0], 60]]
[[77, 5.0909090909090908, 23, 23.739130434782609], [((5, 5), 3.9269908169872414), [0, 100, 0], 60]]
[[58, 5.7241379310344831, 42, 23.88095238095238], [((5, 5), 4.71238898038469), [0, 100, 0], 60]]
[[46, 14.065217391304348, 54, 28.611111111111111], [((5, 5), 5.497787143782138), [0, 100, 0], 60]]
